type,elev_high,Sport Type,start_date,total_elevation_gain,Activity Name,distance,elev_low,start_latlng,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
root='Ride',1447.506608,MountainBikeRide,2020-07-22 17:24:47+00:00,248.6,Cadillac Pathway,17576.1,381.4,"(44.267318, -85.3776)",Cadillac,Michigan,US,4.37,1.631233648,6.001233648,1349.41,0.992,6.05,10.92,816,07/22/20
root='Ride',1447.506608,MountainBikeRide,2020-06-19 16:23:27+00:00,434.9,Cadillac Pathway,28406.6,381.4,"(44.267413, -85.376954)",Cadillac,Michigan,US,7.06,2.8536746319999997,9.913674632,1349.41,0.992,9.99,17.65,1427,06/19/20
root='Ride',1447.506608,MountainBikeRide,2020-05-19 14:13:12+00:00,252.0,Cadillac Pathway,17560.3,381.4,"(44.267277, -85.377576)",Cadillac,Michigan,US,4.36,1.65354336,6.01354336,1349.41,0.992,6.06,10.91,827,05/19/20
root='Ride',1447.506608,MountainBikeRide,2019-08-02 17:25:47+00:00,56.4,Mackinaw Trail,4989.0,406.9,"(44.217522, -85.408169)",Cadillac,Michigan,US,1.24,0.370078752,1.610078752,1391.24,0.992,1.62,3.1,185,08/02/19
root='Ride',1447.506608,MountainBikeRide,2020-07-29 13:22:42+00:00,255.5,Cadillac Pathway,17661.1,381.4,"(44.267533, -85.377587)",Cadillac,Michigan,US,4.39,1.6765092400000001,6.06650924,1349.41,0.992,6.12,10.97,838,07/29/20
root='Ride',1447.506608,MountainBikeRide,2020-07-20 17:38:17+00:00,258.8,Cadillac Pathway,17833.0,381.4,"(44.267352, -85.378179)",Cadillac,Michigan,US,4.43,1.6981627840000002,6.128162784,1349.41,0.992,6.18,11.08,849,07/20/20
root='Ride',1447.506608,Ride,2020-04-16 23:22:25+00:00,89.6,Lake Cadillac,16593.7,392.1,"(44.217399, -85.408249)",Cadillac,Michigan,US,2.58,0.587926528,3.167926528,1366.96,0.992,3.19,10.31,294,04/16/20
root='Ride',1447.506608,MountainBikeRide,2020-08-08 16:58:45+00:00,247.6,Cadillac Pathway,17594.2,381.4,"(44.267181, -85.377437)",Cadillac,Michigan,US,4.37,1.624671968,5.9946719680000005,1349.41,0.992,6.04,10.93,812,08/08/20
root='Ride',1447.506608,MountainBikeRide,2020-08-17 18:20:45+00:00,444.1,Cadillac Pathway,29319.6,381.4,"(44.26729, -85.377538)",Cadillac,Michigan,US,7.29,2.9140420880000004,10.204042088000001,1349.41,0.992,10.29,18.22,1457,08/17/20
root='Ride',1447.506608,Ride,2023-09-06 20:36:43+00:00,422.7,Tustin,52247.3,358.4,"(44.21721230261028, -85.40842210873961)",Cadillac,Michigan,US,8.12,2.773622136,10.893622136,1311.68,0.992,10.98,32.46,1387,09/06/23
root='Ride',1447.506608,MountainBikeRide,2020-05-23 15:52:03+00:00,678.9,Cadillac Pathway,45939.7,381.4,"(44.267138, -85.377804)",Cadillac,Michigan,US,11.42,4.454724552,15.874724552,1349.41,0.992,16.0,28.55,2227,05/23/20
root='Ride',1447.506608,MountainBikeRide,2020-08-23 21:10:59+00:00,254.3,Cadillac Pathway,17261.6,381.7,"(44.2671, -85.377571)",Cadillac,Michigan,US,4.29,1.6686352240000002,5.958635224,1349.9,0.992,6.01,10.73,834,08/23/20
root='Ride',1447.506608,MountainBikeRide,2020-06-12 13:54:05+00:00,378.2,Cadillac Pathway,22576.6,402.7,"(44.267283, -85.378114)",Cadillac,Michigan,US,5.61,2.481627376,8.091627376,1384.35,0.992,8.16,14.03,1241,06/12/20
root='Ride',1447.506608,MountainBikeRide,2020-06-27 17:59:01+00:00,252.3,Cadillac Pathway,17410.7,381.4,"(44.267182, -85.378021)",Cadillac,Michigan,US,4.33,1.6555118640000002,5.985511864,1349.41,0.992,6.03,10.82,828,06/27/20
root='Ride',1447.506608,MountainBikeRide,2020-06-10 19:10:58+00:00,257.2,Cadillac Pathway,17905.7,381.7,"(44.267109, -85.378147)",Cadillac,Michigan,US,4.45,1.687664096,6.137664096,1349.9,0.992,6.19,11.13,844,06/10/20
root='Ride',1447.506608,MountainBikeRide,2020-06-06 14:51:01+00:00,445.7,Cadillac Pathway,29488.8,381.4,"(44.267303, -85.377642)",Cadillac,Michigan,US,7.33,2.9245407759999997,10.254540775999999,1349.41,0.992,10.34,18.32,1462,06/06/20
root='Ride',1447.506608,MountainBikeRide,2020-06-29 13:09:40+00:00,252.2,Cadillac Pathway,17791.3,381.4,"(44.267247, -85.377696)",Cadillac,Michigan,US,4.42,1.6548556959999998,6.074855696,1349.41,0.992,6.12,11.05,827,06/29/20
root='Ride',1447.506608,MountainBikeRide,2020-06-05 19:34:15+00:00,252.3,Cadillac Pathway,17459.6,381.4,"(44.267109, -85.377734)",Cadillac,Michigan,US,4.34,1.6555118640000002,5.995511864,1349.41,0.992,6.04,10.85,828,06/05/20
root='Ride',1447.506608,MountainBikeRide,2020-07-13 17:07:21+00:00,248.4,Cadillac Pathway,17339.3,381.4,"(44.267263, -85.377393)",Cadillac,Michigan,US,4.31,1.629921312,5.939921311999999,1349.41,0.992,5.99,10.77,815,07/13/20
root='Ride',1447.506608,Ride,2020-05-30 14:06:04+00:00,358.6,Mack Trail Hill Laps ,28069.6,401.9,"(44.217587, -85.408196)",Cadillac,Michigan,US,4.36,2.3530184480000003,6.713018448000001,1383.04,0.992,6.77,17.44,1177,05/30/20
root='Ride',1447.506608,MountainBikeRide,2020-05-26 12:29:50+00:00,379.5,Cadillac Pathway,24848.5,381.4,"(44.267268, -85.378213)",Cadillac,Michigan,US,6.18,2.49015756,8.67015756,1349.41,0.992,8.74,15.44,1245,05/26/20
root='Ride',1447.506608,MountainBikeRide,2020-07-06 11:38:19+00:00,248.2,Cadillac Pathway,17522.2,381.4,"(44.267121, -85.377617)",Cadillac,Michigan,US,4.36,1.628608976,5.988608976,1349.41,0.992,6.04,10.89,814,07/06/20
root='Ride',1447.1785240000002,MountainBikeRide,2024-09-04 17:05:12+00:00,232.1,Cadillac Pathway,23446.8,379.4,"(44.28282265551388, -85.33510208129883)",Cadillac,Michigan,US,5.83,1.5229659279999999,7.352965928,1345.96,0.992,7.41,14.57,761,09/04/24
root='Ride',1447.1785240000002,MountainBikeRide,2020-04-03 18:39:50+00:00,240.0,Cadillac Pathway,17576.6,379.2,"(44.267264, -85.377625)",Cadillac,Michigan,US,4.37,1.5748032,5.9448032,1345.64,0.992,5.99,10.92,787,04/03/20
root='Ride',1447.1785240000002,MountainBikeRide,2020-04-05 20:29:01+00:00,244.1,Cadillac Pathway,17514.3,379.2,"(44.267236, -85.378068)",Cadillac,Michigan,US,4.35,1.601706088,5.951706088,1345.64,0.992,6.0,10.88,801,04/05/20
root='Ride',1447.1785240000002,MountainBikeRide,2020-04-08 18:32:17+00:00,240.6,Cadillac Pathway,17437.9,379.2,"(44.267297, -85.3776)",Cadillac,Michigan,US,4.33,1.578740208,5.908740208,1345.64,0.992,5.96,10.84,789,04/08/20
root='Run',1446.194272,Run,2025-04-29 19:30:12+00:00,63.5,Afternoon Run,6804.2,419.6,"(44.217522, -85.408156)",Cadillac,Michigan,US,4.23,0.41666668,4.64666668,1411.42,0.992,4.68,4.23,208,04/29/25
root='Ride',1446.194272,Ride,2020-05-15 16:05:49+00:00,329.4,Tustin,41956.4,357.2,"(44.217582, -85.408049)",Cadillac,Michigan,US,6.52,2.1614173919999997,8.681417392,1309.06,0.992,8.75,26.07,1081,05/15/20
root='Ride',1446.194272,Ride,2020-07-05 18:36:30+00:00,211.0,County Line,25674.3,381.3,"(44.217546, -85.40828)",Cadillac,Michigan,US,3.99,1.38451448,5.37451448,1348.59,0.992,5.42,15.95,692,07/05/20
root='Ride',1446.194272,Ride,2020-07-27 13:38:52+00:00,432.0,County Line + Tustin,52621.0,357.2,"(44.217476, -85.408234)",Cadillac,Michigan,US,8.17,2.83464576,11.004645759999999,1309.06,0.992,11.09,32.7,1417,07/27/20
root='Run',1446.194272,Run,2025-05-28 21:07:10+00:00,60.0,Afternoon Run,4969.3,405.1,"(44.217616, -85.408324)",Cadillac,Michigan,US,3.09,0.3937008,3.4837008,1387.63,0.992,3.51,3.09,197,05/28/25
root='Ride',1446.194272,Ride,2020-06-15 22:54:08+00:00,216.0,County Line,25008.0,375.0,"(44.217576, -85.408208)",Cadillac,Michigan,US,3.88,1.41732288,5.297322879999999,1338.25,0.992,5.34,15.54,709,06/15/20
root='Ride',1445.21002,MountainBikeRide,2019-10-14 20:24:11+00:00,230.8,Cadillac Pathway,17132.0,379.9,"(44.267209, -85.377237)",Cadillac,Michigan,US,4.26,1.5144357440000003,5.774435744,1345.8,0.992,5.82,10.65,757,10/14/19
root='Ride',1444.225768,MountainBikeRide,2020-04-25 19:31:30+00:00,218.6,Cadillac Pathway,17484.1,381.0,"(44.267364, -85.376635)",Cadillac,Michigan,US,4.35,1.4343832479999998,5.784383247999999,1347.11,0.992,5.83,10.86,717,04/25/20
root='Ride',1444.225768,MountainBikeRide,2020-06-03 18:34:28+00:00,231.5,Cadillac Pathway,18088.8,381.0,"(44.267459, -85.377993)",Cadillac,Michigan,US,4.5,1.51902892,6.01902892,1347.11,0.992,6.07,11.24,760,06/03/20
root='Ride',1444.225768,MountainBikeRide,2020-05-03 19:47:22+00:00,222.1,Cadillac Pathway,17467.5,381.0,"(44.267408, -85.378027)",Cadillac,Michigan,US,4.34,1.4573491280000002,5.7973491280000005,1347.11,0.992,5.84,10.85,729,05/03/20
root='Ride',1444.225768,MountainBikeRide,2020-04-17 18:41:48+00:00,359.9,Cadillac Pathway,26984.7,381.0,"(44.267408, -85.376682)",Cadillac,Michigan,US,6.71,2.361548632,9.071548631999999,1347.11,0.992,9.14,16.77,1181,04/17/20
root='Ride',1444.225768,MountainBikeRide,2020-05-09 19:12:13+00:00,218.7,Cadillac Pathway,17481.8,381.0,"(44.267226, -85.37763)",Cadillac,Michigan,US,4.35,1.435039416,5.785039416,1347.11,0.992,5.83,10.86,718,05/09/20
root='Ride',1444.225768,MountainBikeRide,2020-05-11 19:19:27+00:00,452.4,Cadillac Pathway,35722.3,381.0,"(44.267207, -85.377679)",Cadillac,Michigan,US,8.88,2.968504032,11.848504032000001,1347.11,0.992,11.94,22.2,1484,05/11/20
root='Ride',1444.225768,MountainBikeRide,2020-06-01 18:42:25+00:00,217.5,Cadillac Pathway,17510.8,382.3,"(44.267223, -85.377565)",Cadillac,Michigan,US,4.35,1.4271654,5.7771653999999995,1349.25,0.992,5.82,10.88,714,06/01/20
root='Ride',1442.257264,MountainBikeRide,2023-09-20 13:53:44+00:00,251.2,Cadillac Pathway,19659.4,380.2,"(44.26722401753068, -85.37769187241793)",Cadillac,Michigan,US,4.89,1.648294016,6.538294016,1344.82,0.992,6.59,12.22,824,09/20/23
root='Ride',1441.6010959999999,MountainBikeRide,2021-04-30 19:21:13+00:00,152.3,Cadillac Pathway,8864.7,404.8,"(44.267314, -85.376825)",Cadillac,Michigan,US,2.2,0.9993438640000001,3.1993438640000003,1384.84,0.992,3.23,5.51,500,04/30/21
root='Ride',1441.273012,MountainBikeRide,2020-08-08 14:31:40+00:00,145.7,Cadillac Pathway,8485.1,404.4,"(44.267253, -85.377467)",Cadillac,Michigan,US,2.11,0.9560367759999999,3.066036776,1384.02,0.992,3.09,5.27,478,08/08/20
root='NordicSki',1437.336004,NordicSki,2019-12-22 03:17:00+00:00,0.0,Cross Country Ski,1517.9,435.4,"(44.217684, -85.408107)",Cadillac,Michigan,US,0.94,0.0,0.94,1432.91,0.992,0.95,0.94,0,12/22/19
root='Ride',1436.679836,MountainBikeRide,2020-11-27 20:40:17+00:00,140.6,Cadillac Pathway,8605.4,404.8,"(44.267221, -85.377588)",Cadillac,Michigan,US,2.14,0.922572208,3.062572208,1382.38,0.992,3.09,5.35,461,11/27/20
root='Ride',1436.351752,Ride,2019-07-07 23:35:05+00:00,70.1,Lake Cadillac,17073.7,391.7,"(44.217712, -85.408244)",Cadillac,Michigan,US,2.65,0.45997376799999995,3.1099737679999997,1360.73,0.992,3.14,10.61,230,07/07/19
root='Ride',1436.351752,Ride,2025-06-11 12:50:15+00:00,127.0,Both Lakes,32423.9,392.0,"(44.21757, -85.40827)",Cadillac,Michigan,US,5.04,0.83333336,5.87333336,1361.22,0.992,5.92,20.15,417,06/11/25
root='Ride',1435.695584,MountainBikeRide,2019-07-31 23:16:06+00:00,149.7,Cadillac Pathway,8881.5,404.0,"(44.267594, -85.377152)",Cadillac,Michigan,US,2.21,0.9822834959999999,3.192283496,1380.58,0.992,3.22,5.52,491,07/31/19
root='Ride',1434.3832479999999,Ride,2019-07-02 21:16:56+00:00,102.2,WPT - Overpass,19679.6,382.8,"(44.2176, -85.408226)",Cadillac,Michigan,US,3.06,0.670603696,3.730603696,1345.14,0.992,3.76,12.23,335,07/02/19
root='Ride',1432.08666,Ride,2023-05-16 15:02:51+00:00,223.2,WPT - Ashton,68120.2,353.7,"(44.21819273382425, -85.40801416151226)",Cadillac,Michigan,US,10.58,1.464566976,12.044566976,1296.26,0.992,12.14,42.33,732,05/16/23
root='Ride',1431.758576,Ride,2021-05-06 21:14:48+00:00,206.8,Boon - CCC,60472.0,392.0,"(44.217456, -85.408117)",Cadillac,Michigan,US,9.39,1.3569554240000001,10.746955424000001,1358.92,0.992,10.83,37.58,678,05/06/21
root='Ride',1431.758576,Ride,2023-09-16 14:15:35+00:00,553.7,Hoxeyville + Harrietta,83460.5,331.8,"(44.217561576515436, -85.40823292918503)",Cadillac,Michigan,US,12.96,3.6332022160000004,16.593202216,1260.17,0.992,16.73,51.86,1817,09/16/23
root='Ride',1431.758576,Ride,2023-12-25 18:22:01+00:00,76.6,Both Lakes,32057.0,392.6,"(44.21718933619559, -85.40859980508685)",Cadillac,Michigan,US,4.98,0.5026246879999999,5.4826246880000005,1359.91,0.992,5.53,19.92,251,12/25/23
root='Ride',1431.430492,Ride,2022-08-22 14:38:42+00:00,589.9,Harrietta + Hoxeyville,96033.9,331.4,"(44.217526791617274, -85.40846728719771)",Cadillac,Michigan,US,14.92,3.8707350320000002,18.790735032,1259.35,0.992,18.94,59.67,1935,08/22/22
root='Ride',1431.430492,Ride,2025-04-30 19:20:39+00:00,59.1,Lake Cadillac,17592.4,392.7,"(44.21765, -85.408236)",Cadillac,Michigan,US,2.73,0.387795288,3.117795288,1359.91,0.992,3.14,10.93,194,04/30/25
root='Ride',1431.430492,GravelRide,2023-05-31 19:57:27+00:00,388.2,Olga Lake,45699.8,371.3,"(44.217503, -85.408273)",Cadillac,Michigan,US,9.47,2.547244176,12.017244176,1324.8,0.992,12.11,28.4,1274,05/31/23
root='Ride',1431.430492,Ride,2021-05-08 17:10:56+00:00,560.0,Hoxeyville + Harrietta,84173.7,330.7,"(44.217528, -85.408166)",Cadillac,Michigan,US,13.08,3.6745408,16.7545408,1258.2,0.992,16.89,52.3,1837,05/08/21
root='Ride',1431.430492,Ride,2020-11-26 15:18:57+00:00,79.9,Both Lakes,32417.8,392.6,"(44.217645, -85.408278)",Cadillac,Michigan,US,5.04,0.524278232,5.564278232,1359.74,0.992,5.61,20.14,262,11/26/20
root='Ride',1431.430492,Ride,2023-09-19 22:17:02+00:00,73.8,Both Lakes,31995.0,392.5,"(44.217524, -85.408217)",Cadillac,Michigan,US,4.97,0.484251984,5.454251984,1359.58,0.992,5.5,19.88,242,09/19/23
root='Ride',1431.430492,GravelRide,2021-05-02 16:11:00+00:00,535.1,Olga Lake,58548.7,359.9,"(44.217503, -85.408152)",Cadillac,Michigan,US,12.13,3.5111549680000005,15.641154968000002,1306.1,0.992,15.77,36.38,1756,05/02/21
root='Ride',1431.102408,Ride,2025-05-28 18:03:50+00:00,116.9,Both Lakes,38355.0,382.2,"(44.217435, -85.408187)",Cadillac,Michigan,US,5.96,0.767060392,6.727060392,1342.52,0.992,6.78,23.83,384,05/28/25
root='Ride',1431.102408,Ride,2022-05-08 15:33:44+00:00,148.3,WPT - Tustin,34885.2,364.6,"(44.21752218157053, -85.40826796554029)",Cadillac,Michigan,US,5.42,0.9730971440000001,6.393097144,1313.65,0.992,6.44,21.68,487,05/08/22
root='Run',1431.102408,Run,2025-04-26 17:12:06+00:00,14.0,Afternoon Run,10342.7,392.0,"(44.217456, -85.408111)",Cadillac,Michigan,US,6.43,0.09186351999999999,6.52186352,1358.6,0.992,6.57,6.43,46,04/26/25
root='Ride',1431.102408,GravelRide,2022-05-19 20:42:43+00:00,392.4,Olga Lake,42310.6,370.0,"(44.217545, -85.408198)",Cadillac,Michigan,US,8.76,2.574803232,11.334803231999999,1322.51,0.992,11.43,26.29,1287,05/19/22
root='Ride',1431.102408,Ride,2022-05-16 20:46:11+00:00,76.8,Both Lakes,32020.1,392.1,"(44.21740894205868, -85.40839813649654)",Cadillac,Michigan,US,4.97,0.503937024,5.473937024,1358.76,0.992,5.52,19.9,252,05/16/22
root='Ride',1430.118156,Ride,2020-08-12 22:42:21+00:00,102.9,Family Ride,19446.1,387.1,"(44.217524, -85.408142)",Cadillac,Michigan,US,3.02,0.675196872,3.695196872,1350.07,0.992,3.72,12.08,338,08/12/20
root='Ride',1430.118156,Ride,2020-06-07 13:38:47+00:00,322.5,WPT - Reed City,103388.0,312.8,"(44.217447, -85.408134)",Cadillac,Michigan,US,16.06,2.1161418,18.1761418,1228.18,0.992,18.32,64.24,1058,06/07/20
root='Ride',1430.118156,Ride,2020-08-18 11:54:57+00:00,150.8,WPT - Tustin,35155.4,363.7,"(44.217537, -85.408294)",Cadillac,Michigan,US,5.46,0.989501344,6.449501344,1311.68,0.992,6.5,21.84,495,08/18/20
root='Ride',1430.118156,Ride,2020-08-11 13:43:41+00:00,1266.4,Onekama,182832.0,178.0,"(44.217554, -85.408179)",Cadillac,Michigan,US,28.4,8.309711552000001,36.709711552,1007.05,0.992,37.01,113.61,4155,08/11/20
root='Ride',1430.118156,Ride,2020-04-02 19:23:36+00:00,101.6,Both Lakes,32052.9,389.6,"(44.217588, -85.408206)",Cadillac,Michigan,US,4.98,0.666666688,5.646666688000001,1354.17,0.992,5.69,19.92,333,04/02/20
root='Ride',1430.118156,Ride,2020-03-27 19:14:09+00:00,151.7,WPT - Tustin,35180.2,365.9,"(44.217376, -85.408505)",Cadillac,Michigan,US,5.46,0.995406856,6.455406856,1315.29,0.992,6.51,21.86,498,03/27/20
root='Ride',1430.118156,Ride,2020-07-08 23:14:48+00:00,97.3,Both Lakes,32792.8,391.6,"(44.21758, -85.408208)",Cadillac,Michigan,US,5.09,0.638451464,5.728451464,1357.45,0.992,5.77,20.38,319,07/08/20
root='Ride',1430.118156,Ride,2020-05-24 14:25:14+00:00,60.1,Lake Cadillac,16119.2,392.2,"(44.217536, -85.408151)",Cadillac,Michigan,US,2.5,0.39435696800000003,2.894356968,1358.43,0.992,2.92,10.02,197,05/24/20
root='Ride',1430.118156,Ride,2020-03-26 18:57:42+00:00,67.3,Lake Cadillac,16390.8,389.6,"(44.217579, -85.408145)",Cadillac,Michigan,US,2.55,0.441601064,2.9916010639999997,1354.17,0.992,3.02,10.18,221,03/26/20
root='Ride',1430.118156,Ride,2020-08-18 13:48:48+00:00,150.3,Lake Mitchell + Benson,34295.6,383.7,"(44.217166, -85.408453)",Cadillac,Michigan,US,5.33,0.9862205040000002,6.316220504,1344.49,0.992,6.37,21.31,493,08/18/20
root='Ride',1430.118156,Ride,2020-08-02 23:42:54+00:00,75.9,Lake Cadillac ,17268.2,391.6,"(44.217442, -85.408164)",Cadillac,Michigan,US,2.68,0.498031512,3.178031512,1357.45,0.992,3.2,10.73,249,08/02/20
root='Ride',1430.118156,Ride,2020-03-23 19:37:07+00:00,99.6,Both Lakes,32160.9,389.6,"(44.217546, -85.408247)",Cadillac,Michigan,US,5.0,0.653543328,5.653543328,1354.17,0.992,5.7,19.98,327,03/23/20
root='Ride',1430.118156,Ride,2020-03-19 18:16:01+00:00,128.4,WPT - Overpass,18625.4,384.9,"(44.217462, -85.408237)",Cadillac,Michigan,US,2.89,0.8425197120000001,3.732519712,1346.46,0.992,3.76,11.57,421,03/19/20
root='Ride',1430.118156,Ride,2020-03-16 20:30:55+00:00,65.7,Lake Cadillac,16238.3,390.4,"(44.217162, -85.408382)",Cadillac,Michigan,US,2.52,0.431102376,2.951102376,1355.48,0.992,2.97,10.09,216,03/16/20
root='Ride',1430.118156,Ride,2019-12-26 18:59:12+00:00,61.0,Lake Cadillac,16281.7,391.9,"(44.217506, -85.408383)",Cadillac,Michigan,US,2.53,0.40026248,2.9302624799999997,1357.94,0.992,2.95,10.12,200,12/26/19
root='Ride',1430.118156,Ride,2019-12-22 19:50:01+00:00,68.3,Lake Cadillac,16325.5,390.1,"(44.217478, -85.408265)",Cadillac,Michigan,US,2.54,0.448162744,2.9881627440000003,1354.99,0.992,3.01,10.14,224,12/22/19
root='Ride',1430.118156,Ride,2019-09-28 15:50:45+00:00,85.3,Both Lakes,27211.8,391.0,"(44.217448, -85.408041)",Cadillac,Michigan,US,4.23,0.5597113039999999,4.789711304000001,1356.46,0.992,4.83,16.91,280,09/28/19
root='Ride',1430.118156,Ride,2020-08-07 12:28:45+00:00,97.6,Both Lakes,32622.5,391.6,"(44.217555, -85.408286)",Cadillac,Michigan,US,5.07,0.6404199679999999,5.710419968,1357.45,0.992,5.76,20.27,320,08/07/20
root='Ride',1430.118156,Ride,2020-08-05 22:24:25+00:00,57.3,Family Ride,11375.3,394.2,"(44.21756, -85.408251)",Cadillac,Michigan,US,1.77,0.375984264,2.145984264,1361.71,0.992,2.16,7.07,188,08/05/20
root='Ride',1430.118156,Ride,2020-07-26 14:58:39+00:00,69.0,Lake Cadillac,16574.6,392.2,"(44.217561, -85.40821)",Cadillac,Michigan,US,2.57,0.45275592000000003,3.02275592,1358.43,0.992,3.05,10.3,226,07/26/20
root='Ride',1430.118156,Ride,2020-05-21 19:41:56+00:00,85.5,Both Lakes,32189.8,391.7,"(44.216836, -85.408425)",Cadillac,Michigan,US,5.0,0.56102364,5.56102364,1357.61,0.992,5.61,20.0,281,05/21/20
root='Ride',1430.118156,Ride,2020-07-12 13:12:03+00:00,1046.3,Luther + Harrietta ,119046.0,285.7,"(44.21747, -85.408253)",Cadillac,Michigan,US,18.49,6.865485784,25.355485784,1183.73,0.992,25.56,73.97,3433,07/12/20
root='Ride',1430.118156,Ride,2020-07-01 19:28:14+00:00,80.4,Lake Mitchell,28279.1,391.7,"(44.217549, -85.408144)",Cadillac,Michigan,US,4.39,0.5275590720000001,4.9175590719999995,1357.61,0.992,4.96,17.57,264,07/01/20
root='Ride',1430.118156,Ride,2020-07-15 15:41:43+00:00,115.8,Both Lakes,35004.9,391.7,"(44.217593, -85.408263)",Cadillac,Michigan,US,5.44,0.759842544,6.199842544,1357.61,0.992,6.25,21.75,380,07/15/20
root='Ride',1430.118156,Ride,2020-06-23 21:38:18+00:00,115.5,Both Lakes,36283.4,391.7,"(44.217514, -85.408114)",Cadillac,Michigan,US,5.64,0.75787404,6.39787404,1357.61,0.992,6.45,22.55,379,06/23/20
root='Ride',1430.118156,Ride,2020-05-16 22:49:17+00:00,53.6,Ice Cream,11143.7,392.7,"(44.217424, -85.408223)",Cadillac,Michigan,US,1.73,0.351706048,2.081706048,1359.25,0.992,2.1,6.92,176,05/16/20
root='Ride',1430.118156,Ride,2020-05-20 15:30:53+00:00,280.5,WPT - Ashton + Both Lakes,97914.4,354.9,"(44.217482, -85.408163)",Cadillac,Michigan,US,15.21,1.8405512400000001,17.05055124,1297.24,0.992,17.19,60.84,920,05/20/20
root='Ride',1430.118156,Ride,2020-06-21 18:18:59+00:00,98.2,Both Lakes,32472.7,391.7,"(44.217424, -85.408245)",Cadillac,Michigan,US,5.04,0.6443569760000001,5.684356976,1357.61,0.992,5.73,20.18,322,06/21/20
root='Ride',1430.118156,Ride,2020-07-16 20:44:55+00:00,865.9,Bristol + Tustin - CCC,98346.1,317.1,"(44.217556, -85.408224)",Cadillac,Michigan,US,15.28,5.681758712,20.961758711999998,1235.24,0.992,21.13,61.11,2841,07/16/20
root='Ride',1430.118156,Ride,2020-07-18 12:26:28+00:00,60.2,Lake Cadillac,16536.8,392.2,"(44.217521, -85.408207)",Cadillac,Michigan,US,2.57,0.39501313600000004,2.965013136,1358.43,0.992,2.99,10.28,198,07/18/20
root='Ride',1430.118156,Ride,2020-06-14 21:07:48+00:00,84.2,Both Lakes,32127.2,391.7,"(44.217425, -85.408267)",Cadillac,Michigan,US,4.99,0.552493456,5.542493456,1357.61,0.992,5.59,19.96,276,06/14/20
root='Ride',1429.790072,Ride,2020-04-26 17:51:32+00:00,72.3,Both Lakes,32066.8,391.6,"(44.217587, -85.408374)",Cadillac,Michigan,US,4.98,0.47440946399999995,5.454409464,1357.28,0.992,5.5,19.93,237,04/26/20
root='Ride',1429.790072,Ride,2020-05-31 22:38:08+00:00,160.0,Boon,45410.1,391.6,"(44.217489, -85.408096)",Cadillac,Michigan,US,7.05,1.0498688,8.0998688,1357.28,0.992,8.17,28.22,525,05/31/20
root='Ride',1429.790072,Ride,2020-04-11 18:51:25+00:00,189.5,WPT - Leroy,56196.4,363.6,"(44.217481, -85.408312)",Cadillac,Michigan,US,8.73,1.24343836,9.973438360000001,1311.35,0.992,10.05,34.92,622,04/11/20
root='Ride',1429.790072,Ride,2020-04-18 19:23:47+00:00,230.2,Tustin,47227.3,358.5,"(44.217473, -85.408322)",Cadillac,Michigan,US,7.34,1.510498736,8.850498736,1302.99,0.992,8.92,29.35,755,04/18/20
root='Ride',1429.790072,Ride,2020-05-02 18:40:41+00:00,153.3,Boon,55137.6,391.6,"(44.217573, -85.408085)",Cadillac,Michigan,US,8.57,1.0059055440000002,9.575905544000001,1357.28,0.992,9.65,34.26,503,05/02/20
root='Ride',1429.790072,Ride,2020-05-05 22:48:30+00:00,65.5,Both Lakes ,32130.3,391.6,"(44.217664, -85.408329)",Cadillac,Michigan,US,4.99,0.42979004,5.4197900400000005,1357.28,0.992,5.46,19.96,215,05/05/20
root='Ride',1429.790072,Ride,2020-05-06 18:04:25+00:00,503.1,Harrietta + Hoxeyville,83604.9,332.7,"(44.217515, -85.408133)",Cadillac,Michigan,US,12.99,3.301181208,16.291181208,1260.66,0.992,16.42,51.95,1651,05/06/20
root='Ride',1429.790072,Ride,2020-06-02 19:38:41+00:00,169.0,WPT - Tustin,35172.9,363.6,"(44.217536, -85.408254)",Cadillac,Michigan,US,5.46,1.10892392,6.56892392,1311.35,0.992,6.62,21.86,554,06/02/20
root='Ride',1429.790072,Ride,2019-08-23 22:51:24+00:00,62.5,Lake Cadillac,16124.2,390.9,"(44.21742, -85.407991)",Cadillac,Michigan,US,2.5,0.41010500000000005,2.910105,1356.14,0.992,2.93,10.02,205,08/23/19
root='Ride',1429.790072,Ride,2019-08-21 21:11:01+00:00,238.3,Both Lakes + WPT - Leroy,80622.1,366.2,"(44.217726, -85.408107)",Cadillac,Michigan,US,12.52,1.563648344,14.083648344,1315.62,0.992,14.2,50.1,782,08/21/19
root='Ride',1429.790072,Ride,2020-05-12 20:21:55+00:00,59.0,Lake Cadillac,17394.4,392.1,"(44.217139, -85.408586)",Cadillac,Michigan,US,2.7,0.38713912,3.0871391200000002,1358.1,0.992,3.11,10.81,194,05/12/20
root='Ride',1429.790072,Ride,2019-07-21 23:33:14+00:00,64.9,Lake Cadillac ,16851.6,390.9,"(44.217153, -85.407709)",Cadillac,Michigan,US,2.62,0.4258530320000001,3.045853032,1356.14,0.992,3.07,10.47,213,07/21/19
root='Ride',1429.790072,Ride,2019-07-05 18:58:46+00:00,92.3,Both Lakes,32306.7,388.6,"(44.21756, -85.408196)",Cadillac,Michigan,US,5.02,0.605643064,5.625643063999999,1352.36,0.992,5.67,20.07,303,07/05/19
